"game_id","away_team","home_team","game_type","away_score","home_score","away_yards","home_yards","total_yards","away_drives","home_drives","away_touchdowns","home_touchdowns","away_field_goals","home_field_goals","away_punts","home_punts","away_td_perc","away_fg_perc","away_pn_perc","home_td_perc","home_fg_perc","home_pn_perc","season"
"2024_02_PIT_DEN","PIT","DEN","REG",13,6,251,295,546,11,12,1,0,2,2,8,10,0.0909090909090909,0.181818181818182,0.727272727272727,0,0.166666666666667,0.833333333333333,2024
"2024_02_SEA_NE","SEA","NE","REG",23,20,358,310,668,12,12,2,2,3,2,7,8,0.166666666666667,0.25,0.583333333333333,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_02_SF_MIN","SF","MIN","REG",17,23,396,403,799,10,11,2,2,1,3,7,6,0.2,0.1,0.7,0.181818181818182,0.272727272727273,0.545454545454545,2024
"2024_02_TB_DET","TB","DET","REG",20,16,216,463,679,11,12,2,1,2,3,7,8,0.181818181818182,0.181818181818182,0.636363636363636,0.0833333333333333,0.25,0.666666666666667,2024
"2024_03_BAL_DAL","BAL","DAL","REG",28,25,456,412,868,12,11,4,3,0,2,8,6,0.333333333333333,0,0.666666666666667,0.272727272727273,0.181818181818182,0.545454545454545,2024
"2024_03_CAR_LV","CAR","LV","REG",36,22,437,333,770,13,12,5,4,3,1,5,7,0.384615384615385,0.230769230769231,0.384615384615385,0.333333333333333,0.0833333333333333,0.583333333333333,2024
"2024_03_CHI_IND","CHI","IND","REG",16,21,395,306,701,12,13,2,3,1,0,9,10,0.166666666666667,0.0833333333333333,0.75,0.230769230769231,0,0.769230769230769,2024
"2024_03_DEN_TB","DEN","TB","REG",26,7,352,223,575,10,11,2,1,4,0,4,10,0.2,0.4,0.4,0.0909090909090909,0,0.909090909090909,2024
"2024_03_DET_ARI","DET","ARI","REG",20,13,373,277,650,11,12,3,1,0,2,8,9,0.272727272727273,0,0.727272727272727,0.0833333333333333,0.166666666666667,0.75,2024
"2024_03_GB_TEN","GB","TEN","REG",30,14,378,237,615,11,11,3,2,3,0,5,9,0.272727272727273,0.272727272727273,0.454545454545455,0.181818181818182,0,0.818181818181818,2024
"2024_03_HOU_MIN","HOU","MIN","REG",7,34,296,274,570,11,11,1,4,0,2,10,5,0.0909090909090909,0,0.909090909090909,0.363636363636364,0.181818181818182,0.454545454545455,2024
"2024_03_JAX_BUF","JAX","BUF","REG",10,47,239,388,627,10,11,1,7,1,2,8,2,0.1,0.1,0.8,0.636363636363636,0.181818181818182,0.181818181818182,2024
"2024_03_KC_ATL","KC","ATL","REG",22,17,345,311,656,11,10,3,2,3,1,5,7,0.272727272727273,0.272727272727273,0.454545454545455,0.2,0.1,0.7,2024
"2024_03_LAC_PIT","LAC","PIT","REG",10,20,166,346,512,11,10,1,2,1,1,9,7,0.0909090909090909,0.0909090909090909,0.818181818181818,0.2,0.1,0.7,2024
"2024_03_MIA_SEA","MIA","SEA","REG",3,24,205,370,575,13,12,0,3,1,1,12,8,0,0.0769230769230769,0.923076923076923,0.25,0.0833333333333333,0.666666666666667,2024
"2024_03_NE_NYJ","NE","NYJ","REG",3,24,139,400,539,10,8,0,3,2,1,8,4,0,0.2,0.8,0.375,0.125,0.5,2024
"2024_03_NYG_CLE","NYG","CLE","REG",21,15,340,219,559,15,14,4,2,0,0,11,12,0.266666666666667,0,0.733333333333333,0.142857142857143,0,0.857142857142857,2024
"2024_03_PHI_NO","PHI","NO","REG",15,12,462,219,681,11,10,2,1,0,2,9,7,0.181818181818182,0,0.818181818181818,0.1,0.2,0.7,2024
"2024_03_SF_LA","SF","LAR","REG",24,18,425,296,721,9,9,3,0,1,2,5,7,0.333333333333333,0.111111111111111,0.555555555555556,0,0.222222222222222,0.777777777777778,2024
"2024_03_WAS_CIN","WAS","CIN","REG",38,33,356,436,792,9,7,6,4,1,2,2,1,0.666666666666667,0.111111111111111,0.222222222222222,0.571428571428571,0.285714285714286,0.142857142857143,2024
"2024_04_BUF_BAL","BUF","BAL","REG",10,35,236,427,663,11,11,1,5,1,0,9,6,0.0909090909090909,0.0909090909090909,0.818181818181818,0.454545454545455,0,0.545454545454545,2024
"2024_04_CIN_CAR","CIN","CAR","REG",34,24,373,375,748,10,11,4,3,2,1,4,7,0.4,0.2,0.4,0.272727272727273,0.0909090909090909,0.636363636363636,2024
"2024_04_CLE_LV","CLE","LV","REG",16,20,241,268,509,10,11,1,2,1,2,8,7,0.1,0.1,0.8,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_04_DAL_NYG","DAL","NYG","REG",20,15,293,303,596,10,9,2,0,3,5,5,4,0.2,0.3,0.5,0,0.555555555555556,0.444444444444444,2024
"2024_04_DEN_NYJ","DEN","NYJ","REG",10,9,186,248,434,13,13,1,0,1,3,11,10,0.0769230769230769,0.0769230769230769,0.846153846153846,0,0.230769230769231,0.769230769230769,2024
"2024_04_JAX_HOU","JAX","HOU","REG",20,24,313,435,748,13,10,2,3,1,1,10,6,0.153846153846154,0.0769230769230769,0.769230769230769,0.3,0.1,0.6,2024
"2024_04_KC_LAC","KC","LAC","REG",17,10,329,224,553,12,10,2,1,1,1,9,8,0.166666666666667,0.0833333333333333,0.75,0.1,0.1,0.8,2024
"2024_04_LA_CHI","LAR","CHI","REG",6,24,322,264,586,10,10,0,3,4,1,6,6,0,0.4,0.6,0.3,0.1,0.6,2024
"2024_04_MIN_GB","MIN","GB","REG",31,29,374,467,841,15,16,4,4,1,0,10,12,0.266666666666667,0.0666666666666667,0.666666666666667,0.25,0,0.75,2024
"2024_04_NE_SF","NE","SF","REG",13,30,213,431,644,13,11,2,2,1,3,10,6,0.153846153846154,0.0769230769230769,0.769230769230769,0.181818181818182,0.272727272727273,0.545454545454545,2024
"2024_04_NO_ATL","NO","ATL","REG",24,26,366,315,681,10,10,3,2,1,4,6,4,0.3,0.1,0.6,0.2,0.4,0.4,2024
"2024_04_PHI_TB","PHI","TB","REG",16,33,227,445,672,11,11,3,4,0,2,8,5,0.272727272727273,0,0.727272727272727,0.363636363636364,0.181818181818182,0.454545454545455,2024
"2024_04_PIT_IND","PIT","IND","REG",24,27,404,358,762,12,11,3,3,1,2,8,6,0.25,0.0833333333333333,0.666666666666667,0.272727272727273,0.181818181818182,0.545454545454545,2024
"2024_04_SEA_DET","SEA","DET","REG",29,42,516,389,905,11,11,4,6,0,0,7,5,0.363636363636364,0,0.636363636363636,0.545454545454545,0,0.454545454545455,2024
"2024_04_TEN_MIA","TEN","MIA","REG",31,12,244,184,428,13,14,2,1,5,2,6,11,0.153846153846154,0.384615384615385,0.461538461538462,0.0714285714285714,0.142857142857143,0.785714285714286,2024
"2024_04_WAS_ARI","WAS","ARI","REG",42,14,451,296,747,9,9,5,2,2,0,2,7,0.555555555555556,0.222222222222222,0.222222222222222,0.222222222222222,0,0.777777777777778,2024
"2024_05_ARI_SF","ARI","SF","REG",24,23,360,384,744,10,10,2,1,3,3,5,6,0.2,0.3,0.5,0.1,0.3,0.6,2024
"2024_05_BAL_CIN","BAL","CIN","REG",41,38,520,444,964,13,13,4,5,2,0,7,8,0.307692307692308,0.153846153846154,0.538461538461538,0.384615384615385,0,0.615384615384615,2024
"2024_05_BUF_HOU","BUF","HOU","REG",20,23,276,425,701,12,14,3,2,1,4,8,8,0.25,0.0833333333333333,0.666666666666667,0.142857142857143,0.285714285714286,0.571428571428571,2024
"2024_05_CAR_CHI","CAR","CHI","REG",10,36,292,424,716,12,13,1,5,1,1,10,7,0.0833333333333333,0.0833333333333333,0.833333333333333,0.384615384615385,0.0769230769230769,0.538461538461538,2024
"2024_05_CLE_WAS","CLE","WAS","REG",13,34,212,434,646,14,12,1,4,3,2,10,6,0.0714285714285714,0.214285714285714,0.714285714285714,0.333333333333333,0.166666666666667,0.5,2024
"2024_05_DAL_PIT","DAL","PIT","REG",20,17,445,226,671,9,11,2,2,2,1,5,8,0.222222222222222,0.222222222222222,0.555555555555556,0.181818181818182,0.0909090909090909,0.727272727272727,2024
"2024_05_GB_LA","GB","LAR","REG",24,18,323,370,693,11,10,3,0,1,0,7,10,0.272727272727273,0.0909090909090909,0.636363636363636,0,0,1,2024
"2024_05_IND_JAX","IND","JAX","REG",34,37,447,497,944,14,12,5,4,2,3,7,5,0.357142857142857,0.142857142857143,0.5,0.333333333333333,0.25,0.416666666666667,2024
"2024_05_LV_DEN","LV","DEN","REG",18,34,332,289,621,12,13,2,4,1,2,9,7,0.166666666666667,0.0833333333333333,0.75,0.307692307692308,0.153846153846154,0.538461538461538,2024
"2024_05_MIA_NE","MIA","NE","REG",15,10,372,299,671,11,12,1,1,3,1,7,10,0.0909090909090909,0.272727272727273,0.636363636363636,0.0833333333333333,0.0833333333333333,0.833333333333333,2024
"2024_05_NO_KC","NO","KC","REG",13,26,220,460,680,10,10,2,2,0,4,8,4,0.2,0,0.8,0.2,0.4,0.4,2024
"2024_05_NYG_SEA","NYG","SEA","REG",29,20,420,333,753,13,11,2,1,3,2,8,8,0.153846153846154,0.230769230769231,0.615384615384615,0.0909090909090909,0.181818181818182,0.727272727272727,2024
"2024_05_NYJ_MIN","NYJ","MIN","REG",17,23,254,253,507,13,14,2,1,1,3,10,10,0.153846153846154,0.0769230769230769,0.769230769230769,0.0714285714285714,0.214285714285714,0.714285714285714,2024
"2024_05_TB_ATL","TB","ATL","REG",30,36,333,550,883,10,12,2,5,3,3,5,4,0.2,0.3,0.5,0.416666666666667,0.25,0.333333333333333,2024
"2024_06_ARI_GB","ARI","GB","REG",13,34,303,437,740,10,12,2,4,1,2,7,6,0.2,0.1,0.7,0.333333333333333,0.166666666666667,0.5,2024
"2024_06_ATL_CAR","ATL","CAR","REG",38,20,425,335,760,11,10,4,2,3,2,4,6,0.363636363636364,0.272727272727273,0.363636363636364,0.2,0.2,0.6,2024
"2024_06_BUF_NYJ","BUF","NYJ","REG",23,20,359,393,752,9,9,3,2,1,2,5,5,0.333333333333333,0.111111111111111,0.555555555555556,0.222222222222222,0.222222222222222,0.555555555555556,2024
"2024_06_CIN_NYG","CIN","NYG","REG",17,7,304,309,613,11,12,2,1,1,0,8,11,0.181818181818182,0.0909090909090909,0.727272727272727,0.0833333333333333,0,0.916666666666667,2024
"2024_06_CLE_PHI","CLE","PHI","REG",16,20,244,372,616,8,11,0,2,3,2,5,7,0,0.375,0.625,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_06_DET_DAL","DET","DAL","REG",47,9,492,251,743,13,11,6,0,4,3,3,8,0.461538461538462,0.307692307692308,0.230769230769231,0,0.272727272727273,0.727272727272727,2024
"2024_06_HOU_NE","HOU","NE","REG",41,21,368,291,659,14,14,5,3,2,0,7,11,0.357142857142857,0.142857142857143,0.5,0.214285714285714,0,0.785714285714286,2024
"2024_06_IND_TEN","IND","TEN","REG",20,17,269,241,510,10,11,2,2,2,1,6,8,0.2,0.2,0.6,0.181818181818182,0.0909090909090909,0.727272727272727,2024
"2024_06_JAX_CHI","JAX","CHI","REG",16,35,278,373,651,10,11,2,6,1,0,7,5,0.2,0.1,0.7,0.545454545454545,0,0.454545454545455,2024
"2024_06_LAC_DEN","LAC","DEN","REG",23,16,350,316,666,11,11,2,2,2,2,7,7,0.181818181818182,0.181818181818182,0.636363636363636,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_06_PIT_LV","PIT","LV","REG",32,13,293,275,568,12,11,3,2,5,0,4,9,0.25,0.416666666666667,0.333333333333333,0.181818181818182,0,0.818181818181818,2024
"2024_06_SF_SEA","SF","SEA","REG",36,24,483,358,841,12,13,4,3,3,2,5,8,0.333333333333333,0.25,0.416666666666667,0.230769230769231,0.153846153846154,0.615384615384615,2024
"2024_06_TB_NO","TB","NO","REG",51,27,594,303,897,15,14,5,2,1,2,9,10,0.333333333333333,0.0666666666666667,0.6,0.142857142857143,0.142857142857143,0.714285714285714,2024
"2024_06_WAS_BAL","WAS","BAL","REG",23,30,305,484,789,9,10,1,3,3,3,5,4,0.111111111111111,0.333333333333333,0.555555555555556,0.3,0.3,0.4,2024
"2024_07_BAL_TB","BAL","TB","REG",41,31,508,483,991,11,12,4,4,1,1,6,7,0.363636363636364,0.0909090909090909,0.545454545454545,0.333333333333333,0.0833333333333333,0.583333333333333,2024
"2024_07_CAR_WAS","CAR","WAS","REG",7,40,180,421,601,10,10,1,3,0,4,9,3,0.1,0,0.9,0.3,0.4,0.3,2024
"2024_07_CIN_CLE","CIN","CLE","REG",21,14,223,338,561,15,14,2,2,0,0,13,12,0.133333333333333,0,0.866666666666667,0.142857142857143,0,0.857142857142857,2024
"2024_07_DEN_NO","DEN","NO","REG",33,10,389,271,660,12,12,2,1,4,1,6,10,0.166666666666667,0.333333333333333,0.5,0.0833333333333333,0.0833333333333333,0.833333333333333,2024
"2024_07_DET_MIN","DET","MIN","REG",31,29,391,383,774,11,12,4,2,1,3,6,7,0.363636363636364,0.0909090909090909,0.545454545454545,0.166666666666667,0.25,0.583333333333333,2024
"2024_07_HOU_GB","HOU","GB","REG",22,24,197,277,474,12,12,2,3,3,2,7,7,0.166666666666667,0.25,0.583333333333333,0.25,0.166666666666667,0.583333333333333,2024
"2024_07_KC_SF","KC","SF","REG",28,18,329,310,639,12,11,4,2,0,2,8,7,0.333333333333333,0,0.666666666666667,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_07_LAC_ARI","LAC","ARI","REG",15,17,395,326,721,8,10,0,2,5,3,3,5,0,0.625,0.375,0.2,0.3,0.5,2024
"2024_07_LV_LA","LV","LAR","REG",15,18,317,259,576,13,13,0,0,5,0,8,13,0,0.384615384615385,0.615384615384615,0,0,1,2024
"2024_07_MIA_IND","MIA","IND","REG",10,16,337,284,621,12,14,1,1,1,3,10,10,0.0833333333333333,0.0833333333333333,0.833333333333333,0.0714285714285714,0.214285714285714,0.714285714285714,2024
"2024_07_NE_JAX","NE","JAX","REG",16,32,295,366,661,9,9,2,3,1,1,6,5,0.222222222222222,0.111111111111111,0.666666666666667,0.333333333333333,0.111111111111111,0.555555555555556,2024
"2024_07_NYJ_PIT","NYJ","PIT","REG",15,37,325,409,734,13,11,2,3,0,3,11,5,0.153846153846154,0,0.846153846153846,0.272727272727273,0.272727272727273,0.454545454545455,2024
"2024_07_PHI_NYG","PHI","NYG","REG",28,3,339,119,458,13,14,3,1,0,1,10,12,0.230769230769231,0,0.769230769230769,0.0714285714285714,0.0714285714285714,0.857142857142857,2024
"2024_07_SEA_ATL","SEA","ATL","REG",34,14,339,369,708,10,11,3,2,2,0,5,9,0.3,0.2,0.5,0.181818181818182,0,0.818181818181818,2024
"2024_07_TEN_BUF","TEN","BUF","REG",10,34,289,389,678,12,12,1,4,1,4,10,4,0.0833333333333333,0.0833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,2024
"2024_08_ARI_MIA","ARI","MIA","REG",28,27,389,377,766,9,9,3,3,2,2,4,4,0.333333333333333,0.222222222222222,0.444444444444444,0.333333333333333,0.222222222222222,0.444444444444444,2024
"2024_08_ATL_TB","ATL","TB","REG",31,26,394,432,826,11,11,4,3,2,1,5,7,0.363636363636364,0.181818181818182,0.454545454545455,0.272727272727273,0.0909090909090909,0.636363636363636,2024
"2024_08_BAL_CLE","BAL","CLE","REG",24,29,387,401,788,11,12,2,4,1,3,8,5,0.181818181818182,0.0909090909090909,0.727272727272727,0.333333333333333,0.25,0.416666666666667,2024
"2024_08_BUF_SEA","BUF","SEA","REG",31,10,445,233,678,10,9,4,1,1,1,5,7,0.4,0.1,0.5,0.111111111111111,0.111111111111111,0.777777777777778,2024
"2024_08_CAR_DEN","CAR","DEN","REG",14,28,284,400,684,11,13,2,5,0,0,9,8,0.181818181818182,0,0.818181818181818,0.384615384615385,0,0.615384615384615,2024
"2024_08_CHI_WAS","CHI","WAS","REG",15,18,309,481,790,11,13,2,2,0,4,9,7,0.181818181818182,0,0.818181818181818,0.153846153846154,0.307692307692308,0.538461538461538,2024
"2024_08_DAL_SF","DAL","SF","REG",24,30,292,469,761,13,12,3,3,1,3,9,6,0.230769230769231,0.0769230769230769,0.692307692307692,0.25,0.25,0.5,2024
"2024_08_GB_JAX","GB","JAX","REG",30,27,422,390,812,13,13,3,3,3,2,7,8,0.230769230769231,0.230769230769231,0.538461538461538,0.230769230769231,0.153846153846154,0.615384615384615,2024
"2024_08_IND_HOU","IND","HOU","REG",20,23,303,363,666,13,13,2,2,2,3,9,8,0.153846153846154,0.153846153846154,0.692307692307692,0.153846153846154,0.230769230769231,0.615384615384615,2024
"2024_08_KC_LV","KC","LV","REG",27,20,334,228,562,9,9,3,2,2,2,4,5,0.333333333333333,0.222222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0.555555555555556,2024
"2024_08_MIN_LA","MIN","LAR","REG",20,26,276,386,662,10,9,2,0,2,0,6,9,0.2,0.2,0.6,0,0,1,2024
"2024_08_NO_LAC","NO","LAC","REG",8,26,366,378,744,13,14,0,4,2,2,11,8,0,0.153846153846154,0.846153846153846,0.285714285714286,0.142857142857143,0.571428571428571,2024
"2024_08_NYG_PIT","NYG","PIT","REG",18,26,394,426,820,11,12,1,1,4,4,6,7,0.0909090909090909,0.363636363636364,0.545454545454545,0.0833333333333333,0.333333333333333,0.583333333333333,2024
"2024_08_NYJ_NE","NYJ","NE","REG",22,25,336,250,586,10,11,3,3,1,1,6,7,0.3,0.1,0.6,0.272727272727273,0.0909090909090909,0.636363636363636,2024
"2024_08_PHI_CIN","PHI","CIN","REG",37,17,397,280,677,8,9,4,2,3,1,1,6,0.5,0.375,0.125,0.222222222222222,0.111111111111111,0.666666666666667,2024
"2024_08_TEN_DET","TEN","DET","REG",14,52,416,225,641,14,14,2,6,0,1,12,7,0.142857142857143,0,0.857142857142857,0.428571428571429,0.0714285714285714,0.5,2024
"2024_09_CHI_ARI","CHI","ARI","REG",9,29,241,350,591,12,12,1,3,2,2,9,7,0.0833333333333333,0.166666666666667,0.75,0.25,0.166666666666667,0.583333333333333,2024
"2024_09_DAL_ATL","DAL","ATL","REG",21,27,380,310,690,12,11,2,4,2,0,8,7,0.166666666666667,0.166666666666667,0.666666666666667,0.363636363636364,0,0.636363636363636,2024
"2024_09_DEN_BAL","DEN","BAL","REG",10,41,319,396,715,10,10,1,5,1,2,8,3,0.1,0.1,0.8,0.5,0.2,0.3,2024
"2024_09_DET_GB","DET","GB","REG",24,14,261,413,674,8,10,2,1,1,2,5,7,0.25,0.125,0.625,0.1,0.2,0.7,2024
"2024_09_HOU_NYJ","HOU","NYJ","REG",13,21,322,293,615,11,10,2,3,2,0,7,7,0.181818181818182,0.181818181818182,0.636363636363636,0.3,0,0.7,2024
"2024_09_IND_MIN","IND","MIN","REG",13,21,227,415,642,11,11,0,3,2,0,9,8,0,0.181818181818182,0.818181818181818,0.272727272727273,0,0.727272727272727,2024
"2024_09_JAX_PHI","JAX","PHI","REG",23,28,219,447,666,12,13,1,4,0,1,11,8,0.0833333333333333,0,0.916666666666667,0.307692307692308,0.0769230769230769,0.615384615384615,2024
"2024_09_LAC_CLE","LAC","CLE","REG",27,10,342,292,634,14,14,4,1,0,1,10,12,0.285714285714286,0,0.714285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857,2024
"2024_09_LA_SEA","LAR","SEA","REG",18,20,366,424,790,14,16,0,3,2,0,12,13,0,0.142857142857143,0.857142857142857,0.1875,0,0.8125,2024
"2024_09_LV_CIN","LV","CIN","REG",24,41,217,373,590,12,13,2,3,1,2,9,8,0.166666666666667,0.0833333333333333,0.75,0.230769230769231,0.153846153846154,0.615384615384615,2024
"2024_09_MIA_BUF","MIA","BUF","REG",27,30,373,327,700,10,8,4,3,2,3,4,2,0.4,0.2,0.4,0.375,0.375,0.25,2024
"2024_09_NE_TEN","NE","TEN","REG",17,20,295,400,695,11,12,2,2,0,2,9,8,0.181818181818182,0,0.818181818181818,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_09_NO_CAR","NO","CAR","REG",22,23,427,246,673,11,12,2,3,2,1,7,8,0.181818181818182,0.181818181818182,0.636363636363636,0.25,0.0833333333333333,0.666666666666667,2024
"2024_09_TB_KC","TB","KC","REG",24,30,284,384,668,9,12,3,5,1,1,5,6,0.333333333333333,0.111111111111111,0.555555555555556,0.416666666666667,0.0833333333333333,0.5,2024
"2024_09_WAS_NYG","WAS","NYG","REG",27,22,358,326,684,8,8,3,3,2,1,3,4,0.375,0.25,0.375,0.375,0.125,0.5,2024
"2024_10_ATL_NO","ATL","NO","REG",17,20,468,365,833,11,12,2,2,1,2,8,8,0.181818181818182,0.0909090909090909,0.727272727272727,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_10_BUF_IND","BUF","IND","REG",30,20,415,361,776,12,11,1,2,3,2,8,7,0.0833333333333333,0.25,0.666666666666667,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_10_CIN_BAL","CIN","BAL","REG",34,35,470,391,861,11,12,5,5,0,0,6,7,0.454545454545455,0,0.545454545454545,0.416666666666667,0,0.583333333333333,2024
"2024_10_DEN_KC","DEN","KC","REG",14,16,260,300,560,9,9,2,1,0,3,7,5,0.222222222222222,0,0.777777777777778,0.111111111111111,0.333333333333333,0.555555555555556,2024
"2024_10_DET_HOU","DET","HOU","REG",26,23,345,248,593,14,14,3,3,2,3,9,8,0.214285714285714,0.142857142857143,0.642857142857143,0.214285714285714,0.214285714285714,0.571428571428571,2024
"2024_10_MIA_LA","MIA","LAR","REG",23,0,238,327,565,12,11,1,0,5,5,6,6,0.0833333333333333,0.416666666666667,0.5,0,0.454545454545455,0.545454545454545,2024
"2024_10_MIN_JAX","MIN","JAX","REG",12,7,402,143,545,11,10,0,1,5,0,6,9,0,0.454545454545455,0.545454545454545,0.1,0,0.9,2024
"2024_10_NE_CHI","NE","CHI","REG",19,3,328,142,470,13,11,0,0,3,1,10,10,0,0.230769230769231,0.769230769230769,0,0.0909090909090909,0.909090909090909,2024
"2024_10_NYG_CAR","NYG","CAR","REG",17,20,342,306,648,13,14,2,2,1,3,10,9,0.153846153846154,0.0769230769230769,0.769230769230769,0.142857142857143,0.214285714285714,0.642857142857143,2024
"2024_10_NYJ_ARI","NYJ","ARI","REG",6,31,207,406,613,6,7,0,4,2,1,4,2,0,0.333333333333333,0.666666666666667,0.571428571428571,0.142857142857143,0.285714285714286,2024
"2024_10_PHI_DAL","PHI","DAL","REG",34,6,348,146,494,15,13,3,0,2,2,10,11,0.2,0.133333333333333,0.666666666666667,0,0.153846153846154,0.846153846153846,2024
"2024_10_PIT_WAS","PIT","WAS","REG",28,27,312,242,554,15,12,5,3,0,2,10,7,0.333333333333333,0,0.666666666666667,0.25,0.166666666666667,0.583333333333333,2024
"2024_10_SF_TB","SF","TB","REG",23,20,413,215,628,10,11,2,2,3,2,5,7,0.2,0.3,0.5,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_10_TEN_LAC","TEN","LAC","REG",17,27,289,309,598,9,9,2,3,1,2,6,4,0.222222222222222,0.111111111111111,0.666666666666667,0.333333333333333,0.222222222222222,0.444444444444444,2024
"2024_11_ATL_DEN","ATL","DEN","REG",6,38,226,400,626,10,10,0,5,2,2,8,3,0,0.2,0.8,0.5,0.2,0.3,2024
"2024_11_BAL_PIT","BAL","PIT","REG",16,18,329,303,632,14,13,3,1,1,6,10,6,0.214285714285714,0.0714285714285714,0.714285714285714,0.0769230769230769,0.461538461538462,0.461538461538462,2024
"2024_11_CIN_LAC","CIN","LAC","REG",27,34,452,435,887,13,14,3,5,2,2,8,7,0.230769230769231,0.153846153846154,0.615384615384615,0.357142857142857,0.142857142857143,0.5,2024
"2024_11_CLE_NO","CLE","NO","REG",14,35,445,473,918,11,12,2,6,0,0,9,6,0.181818181818182,0,0.818181818181818,0.5,0,0.5,2024
"2024_11_GB_CHI","GB","CHI","REG",20,19,366,391,757,7,8,3,2,0,2,4,4,0.428571428571429,0,0.571428571428571,0.25,0.25,0.5,2024
"2024_11_HOU_DAL","HOU","DAL","REG",34,10,391,388,779,10,13,3,1,2,2,5,10,0.3,0.2,0.5,0.0769230769230769,0.153846153846154,0.769230769230769,2024
"2024_11_IND_NYJ","IND","NYJ","REG",28,27,332,253,585,13,12,3,3,3,2,7,7,0.230769230769231,0.230769230769231,0.538461538461538,0.25,0.166666666666667,0.583333333333333,2024
"2024_11_JAX_DET","JAX","DET","REG",6,52,170,645,815,9,10,0,7,2,1,7,2,0,0.222222222222222,0.777777777777778,0.7,0.1,0.2,2024
"2024_11_KC_BUF","KC","BUF","REG",21,30,259,366,625,9,10,3,4,0,1,6,5,0.333333333333333,0,0.666666666666667,0.4,0.1,0.5,2024
"2024_11_LA_NE","LAR","NE","REG",24,22,402,382,784,10,9,0,2,0,3,10,4,0,0,1,0.222222222222222,0.333333333333333,0.444444444444444,2024
"2024_11_LV_MIA","LV","MIA","REG",19,34,328,353,681,7,7,2,4,2,2,3,1,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.285714285714286,0.142857142857143,2024
"2024_11_MIN_TEN","MIN","TEN","REG",23,13,318,294,612,12,12,3,2,1,2,8,8,0.25,0.0833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_11_SEA_SF","SEA","SF","REG",20,17,289,277,566,8,9,2,2,2,1,4,6,0.25,0.25,0.5,0.222222222222222,0.111111111111111,0.666666666666667,2024
"2024_11_WAS_PHI","WAS","PHI","REG",18,26,266,434,700,11,11,2,3,1,2,8,6,0.181818181818182,0.0909090909090909,0.727272727272727,0.272727272727273,0.181818181818182,0.545454545454545,2024
"2024_12_ARI_SEA","ARI","SEA","REG",6,16,298,285,583,10,11,0,1,2,1,8,9,0,0.2,0.8,0.0909090909090909,0.0909090909090909,0.818181818181818,2024
"2024_12_BAL_LAC","BAL","LAC","REG",30,23,389,285,674,10,9,5,3,1,2,4,4,0.5,0.1,0.4,0.333333333333333,0.222222222222222,0.444444444444444,2024
"2024_12_DAL_WAS","DAL","WAS","REG",34,26,332,414,746,15,17,4,3,2,2,9,12,0.266666666666667,0.133333333333333,0.6,0.176470588235294,0.117647058823529,0.705882352941177,2024
"2024_12_DEN_LV","DEN","LV","REG",29,19,325,369,694,11,12,2,1,5,4,4,7,0.181818181818182,0.454545454545455,0.363636363636364,0.0833333333333333,0.333333333333333,0.583333333333333,2024
"2024_12_DET_IND","DET","IND","REG",24,6,390,268,658,10,10,3,0,1,2,6,8,0.3,0.1,0.6,0,0.2,0.8,2024
"2024_12_KC_CAR","KC","CAR","REG",30,27,391,336,727,8,9,3,2,3,4,2,3,0.375,0.375,0.25,0.222222222222222,0.444444444444444,0.333333333333333,2024
"2024_12_MIN_CHI","MIN","CHI","REG",30,27,452,400,852,12,14,3,3,3,2,6,9,0.25,0.25,0.5,0.214285714285714,0.142857142857143,0.642857142857143,2024
"2024_12_NE_MIA","NE","MIA","REG",15,34,271,373,644,13,13,1,4,0,2,12,7,0.0769230769230769,0,0.923076923076923,0.307692307692308,0.153846153846154,0.538461538461538,2024
"2024_12_PHI_LA","PHI","LAR","REG",37,18,481,290,771,10,10,4,0,3,0,3,10,0.4,0.3,0.3,0,0,1,2024
"2024_12_PIT_CLE","PIT","CLE","REG",19,24,368,306,674,12,10,3,3,2,1,7,6,0.25,0.166666666666667,0.583333333333333,0.3,0.1,0.6,2024
"2024_12_SF_GB","SF","GB","REG",10,38,241,325,566,12,12,1,5,1,1,10,6,0.0833333333333333,0.0833333333333333,0.833333333333333,0.416666666666667,0.0833333333333333,0.5,2024
"2024_12_TB_NYG","TB","NYG","REG",30,7,451,245,696,9,11,4,3,1,0,4,8,0.444444444444444,0.111111111111111,0.444444444444444,0.272727272727273,0,0.727272727272727,2024
