"game_id","away_team","home_team","game_type","away_score","home_score","away_yards","home_yards","total_yards","away_drives","home_drives","away_touchdowns","home_touchdowns","away_field_goals","home_field_goals","away_punts","home_punts","home_line","over_under","away_td_perc","away_fg_perc","away_pn_perc","home_td_perc","home_fg_perc","home_pn_perc","season"
"2024_09_LAC_CLE","LAC","CLE","REG",27,10,342,292,634,14,14,4,1,0,1,10,12,-2,42.5,0.285714285714286,0,0.714285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857,2024
"2024_09_LA_SEA","LAR","SEA","REG",18,20,366,424,790,14,16,0,3,2,0,12,13,-1.5,48.5,0,0.142857142857143,0.857142857142857,0.1875,0,0.8125,2024
"2024_09_LV_CIN","LV","CIN","REG",24,41,217,373,590,12,13,2,3,1,2,9,8,8,45,0.166666666666667,0.0833333333333333,0.75,0.230769230769231,0.153846153846154,0.615384615384615,2024
"2024_09_MIA_BUF","MIA","BUF","REG",27,30,373,327,700,10,8,4,3,2,3,4,2,6.5,49,0.4,0.2,0.4,0.375,0.375,0.25,2024
"2024_09_NE_TEN","NE","TEN","REG",17,20,295,400,695,11,12,2,2,0,2,9,8,3,38.5,0.181818181818182,0,0.818181818181818,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_09_NO_CAR","NO","CAR","REG",22,23,427,246,673,11,12,2,3,2,1,7,8,-7,43.5,0.181818181818182,0.181818181818182,0.636363636363636,0.25,0.0833333333333333,0.666666666666667,2024
"2024_09_TB_KC","TB","KC","REG",24,30,284,384,668,9,12,3,5,1,1,5,6,9,45.5,0.333333333333333,0.111111111111111,0.555555555555556,0.416666666666667,0.0833333333333333,0.5,2024
"2024_09_WAS_NYG","WAS","NYG","REG",27,22,358,326,684,8,8,3,3,2,1,3,4,-4.5,44.5,0.375,0.25,0.375,0.375,0.125,0.5,2024
"2024_10_ATL_NO","ATL","NO","REG",17,20,468,365,833,11,12,2,2,1,2,8,8,-3.5,46.5,0.181818181818182,0.0909090909090909,0.727272727272727,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_10_BUF_IND","BUF","IND","REG",30,20,415,361,776,12,11,1,2,3,2,8,7,-4.5,46.5,0.0833333333333333,0.25,0.666666666666667,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_10_CIN_BAL","CIN","BAL","REG",34,35,470,391,861,11,12,5,5,0,0,6,7,6,53,0.454545454545455,0,0.545454545454545,0.416666666666667,0,0.583333333333333,2024
"2024_10_DEN_KC","DEN","KC","REG",14,16,260,300,560,9,9,2,1,0,3,7,5,7.5,42.5,0.222222222222222,0,0.777777777777778,0.111111111111111,0.333333333333333,0.555555555555556,2024
"2024_10_DET_HOU","DET","HOU","REG",26,23,345,248,593,14,14,3,3,2,3,9,8,-4.5,49,0.214285714285714,0.142857142857143,0.642857142857143,0.214285714285714,0.214285714285714,0.571428571428571,2024
"2024_10_MIA_LA","MIA","LAR","REG",23,0,238,327,565,12,11,1,0,5,5,6,6,2.5,49.5,0.0833333333333333,0.416666666666667,0.5,0,0.454545454545455,0.545454545454545,2024
"2024_10_MIN_JAX","MIN","JAX","REG",12,7,402,143,545,11,10,0,1,5,0,6,9,-7,42.5,0,0.454545454545455,0.545454545454545,0.1,0,0.9,2024
"2024_10_NE_CHI","NE","CHI","REG",19,3,328,142,470,13,11,0,0,3,1,10,10,6.5,37.5,0,0.230769230769231,0.769230769230769,0,0.0909090909090909,0.909090909090909,2024
"2024_10_NYG_CAR","NYG","CAR","REG",17,20,342,306,648,13,14,2,2,1,3,10,9,-6.5,40.5,0.153846153846154,0.0769230769230769,0.769230769230769,0.142857142857143,0.214285714285714,0.642857142857143,2024
"2024_10_NYJ_ARI","NYJ","ARI","REG",6,31,207,406,613,6,7,0,4,2,1,4,2,-2,45.5,0,0.333333333333333,0.666666666666667,0.571428571428571,0.142857142857143,0.285714285714286,2024
"2024_10_PHI_DAL","PHI","DAL","REG",34,6,348,146,494,15,13,3,0,2,2,10,11,-7.5,44.5,0.2,0.133333333333333,0.666666666666667,0,0.153846153846154,0.846153846153846,2024
"2024_10_PIT_WAS","PIT","WAS","REG",28,27,312,242,554,15,12,5,3,0,2,10,7,1.5,45,0.333333333333333,0,0.666666666666667,0.25,0.166666666666667,0.583333333333333,2024
"2024_10_SF_TB","SF","TB","REG",23,20,413,215,628,10,11,2,2,3,2,5,7,-6.5,50.5,0.2,0.3,0.5,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_10_TEN_LAC","TEN","LAC","REG",17,27,289,309,598,9,9,2,3,1,2,6,4,8,40,0.222222222222222,0.111111111111111,0.666666666666667,0.333333333333333,0.222222222222222,0.444444444444444,2024
"2024_11_ATL_DEN","ATL","DEN","REG",6,38,226,400,626,10,10,0,5,2,2,8,3,2,44.5,0,0.2,0.8,0.5,0.2,0.3,2024
"2024_11_BAL_PIT","BAL","PIT","REG",16,18,329,303,632,14,13,3,1,1,6,10,6,-3,48,0.214285714285714,0.0714285714285714,0.714285714285714,0.0769230769230769,0.461538461538462,0.461538461538462,2024
"2024_11_CIN_LAC","CIN","LAC","REG",27,34,452,435,887,13,14,3,5,2,2,8,7,1,48,0.230769230769231,0.153846153846154,0.615384615384615,0.357142857142857,0.142857142857143,0.5,2024
"2024_11_CLE_NO","CLE","NO","REG",14,35,445,473,918,11,12,2,6,0,0,9,6,-1,44,0.181818181818182,0,0.818181818181818,0.5,0,0.5,2024
"2024_11_GB_CHI","GB","CHI","REG",20,19,366,391,757,7,8,3,2,0,2,4,4,-6,41,0.428571428571429,0,0.571428571428571,0.25,0.25,0.5,2024
"2024_11_HOU_DAL","HOU","DAL","REG",34,10,391,388,779,10,13,3,1,2,2,5,10,-7.5,41.5,0.3,0.2,0.5,0.0769230769230769,0.153846153846154,0.769230769230769,2024
"2024_11_IND_NYJ","IND","NYJ","REG",28,27,332,253,585,13,12,3,3,3,2,7,7,4,43,0.230769230769231,0.230769230769231,0.538461538461538,0.25,0.166666666666667,0.583333333333333,2024
"2024_11_JAX_DET","JAX","DET","REG",6,52,170,645,815,9,10,0,7,2,1,7,2,14,47.5,0,0.222222222222222,0.777777777777778,0.7,0.1,0.2,2024
"2024_11_KC_BUF","KC","BUF","REG",21,30,259,366,625,9,10,3,4,0,1,6,5,2.5,46.5,0.333333333333333,0,0.666666666666667,0.4,0.1,0.5,2024
"2024_11_LA_NE","LAR","NE","REG",24,22,402,382,784,10,9,0,2,0,3,10,4,-4,42.5,0,0,1,0.222222222222222,0.333333333333333,0.444444444444444,2024
"2024_11_LV_MIA","LV","MIA","REG",19,34,328,353,681,7,7,2,4,2,2,3,1,8,43.5,0.285714285714286,0.285714285714286,0.428571428571429,0.571428571428571,0.285714285714286,0.142857142857143,2024
"2024_11_MIN_TEN","MIN","TEN","REG",23,13,318,294,612,12,12,3,2,1,2,8,8,-6,40,0.25,0.0833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_11_SEA_SF","SEA","SF","REG",20,17,289,277,566,8,9,2,2,2,1,4,6,6,49,0.25,0.25,0.5,0.222222222222222,0.111111111111111,0.666666666666667,2024
"2024_11_WAS_PHI","WAS","PHI","REG",18,26,266,434,700,11,11,2,3,1,2,8,6,4.5,49.5,0.181818181818182,0.0909090909090909,0.727272727272727,0.272727272727273,0.181818181818182,0.545454545454545,2024
"2024_12_ARI_SEA","ARI","SEA","REG",6,16,298,285,583,10,11,0,1,2,1,8,9,-1,46.5,0,0.2,0.8,0.0909090909090909,0.0909090909090909,0.818181818181818,2024
"2024_12_BAL_LAC","BAL","LAC","REG",30,23,389,285,674,10,9,5,3,1,2,4,4,-3,51,0.5,0.1,0.4,0.333333333333333,0.222222222222222,0.444444444444444,2024
"2024_12_DAL_WAS","DAL","WAS","REG",34,26,332,414,746,15,17,4,3,2,2,9,12,10.5,45,0.266666666666667,0.133333333333333,0.6,0.176470588235294,0.117647058823529,0.705882352941177,2024
"2024_12_DEN_LV","DEN","LV","REG",29,19,325,369,694,11,12,2,1,5,4,4,7,-6.5,41.5,0.181818181818182,0.454545454545455,0.363636363636364,0.0833333333333333,0.333333333333333,0.583333333333333,2024
"2024_12_DET_IND","DET","IND","REG",24,6,390,268,658,10,10,3,0,1,2,6,8,-7,50.5,0.3,0.1,0.6,0,0.2,0.8,2024
"2024_12_KC_CAR","KC","CAR","REG",30,27,391,336,727,8,9,3,2,3,4,2,3,-11,43,0.375,0.375,0.25,0.222222222222222,0.444444444444444,0.333333333333333,2024
"2024_12_MIN_CHI","MIN","CHI","REG",30,27,452,400,852,12,14,3,3,3,2,6,9,-3,39.5,0.25,0.25,0.5,0.214285714285714,0.142857142857143,0.642857142857143,2024
"2024_12_NE_MIA","NE","MIA","REG",15,34,271,373,644,13,13,1,4,0,2,12,7,7.5,46,0.0769230769230769,0,0.923076923076923,0.307692307692308,0.153846153846154,0.538461538461538,2024
"2024_12_PHI_LA","PHI","LAR","REG",37,18,481,290,771,10,10,4,0,3,0,3,10,-3,49,0.4,0.3,0.3,0,0,1,2024
"2024_12_PIT_CLE","PIT","CLE","REG",19,24,368,306,674,12,10,3,3,2,1,7,6,-3.5,36.5,0.25,0.166666666666667,0.583333333333333,0.3,0.1,0.6,2024
"2024_12_SF_GB","SF","GB","REG",10,38,241,325,566,12,12,1,5,1,1,10,6,6.5,44.5,0.0833333333333333,0.0833333333333333,0.833333333333333,0.416666666666667,0.0833333333333333,0.5,2024
"2024_12_TB_NYG","TB","NYG","REG",30,7,451,245,696,9,11,4,3,1,0,4,8,-6.5,40.5,0.444444444444444,0.111111111111111,0.444444444444444,0.272727272727273,0,0.727272727272727,2024
"2024_12_TEN_HOU","TEN","HOU","REG",32,27,369,260,629,15,13,3,2,3,2,9,9,8,40.5,0.2,0.2,0.6,0.153846153846154,0.153846153846154,0.692307692307692,2024
"2024_13_ARI_MIN","ARI","MIN","REG",22,23,406,273,679,11,10,1,2,5,3,5,5,3.5,45.5,0.0909090909090909,0.454545454545455,0.454545454545455,0.2,0.3,0.5,2024
"2024_13_CHI_DET","CHI","DET","REG",20,23,301,405,706,10,10,3,2,0,3,7,5,9.5,47.5,0.3,0,0.7,0.2,0.3,0.5,2024
"2024_13_HOU_JAX","HOU","JAX","REG",23,20,326,375,701,12,10,2,2,2,2,8,6,-3.5,44.5,0.166666666666667,0.166666666666667,0.666666666666667,0.2,0.2,0.6,2024
"2024_13_IND_NE","IND","NE","REG",25,24,255,424,679,9,10,3,2,1,3,5,5,-2.5,41.5,0.333333333333333,0.111111111111111,0.555555555555556,0.2,0.3,0.5,2024
"2024_13_LAC_ATL","LAC","ATL","REG",17,13,189,350,539,11,10,0,1,3,2,8,7,-1,47,0,0.272727272727273,0.727272727272727,0.1,0.2,0.7,2024
"2024_13_LA_NO","LAR","NO","REG",18,14,322,329,651,9,9,0,2,0,2,9,5,-2.5,48.5,0,0,1,0.222222222222222,0.222222222222222,0.555555555555556,2024
"2024_13_LV_KC","LV","KC","REG",17,19,434,329,763,11,12,2,1,1,4,8,7,13.5,42,0.181818181818182,0.0909090909090909,0.727272727272727,0.0833333333333333,0.333333333333333,0.583333333333333,2024
"2024_13_MIA_GB","MIA","GB","REG",17,30,377,388,765,10,10,1,3,1,3,8,4,3.5,47.5,0.1,0.1,0.8,0.3,0.3,0.4,2024
"2024_13_NYG_DAL","NYG","DAL","REG",20,27,247,317,564,12,12,2,2,1,2,9,8,4.5,39,0.166666666666667,0.0833333333333333,0.75,0.166666666666667,0.166666666666667,0.666666666666667,2024
"2024_13_PHI_BAL","PHI","BAL","REG",24,19,252,372,624,13,11,1,2,1,2,11,7,3,50,0.0769230769230769,0.0769230769230769,0.846153846153846,0.181818181818182,0.181818181818182,0.636363636363636,2024
"2024_13_PIT_CIN","PIT","CIN","REG",44,38,520,375,895,12,10,4,4,3,1,5,5,3,46,0.333333333333333,0.25,0.416666666666667,0.4,0.1,0.5,2024
"2024_13_SEA_NYJ","SEA","NYJ","REG",26,21,259,260,519,12,12,3,3,1,1,8,8,1,41.5,0.25,0.0833333333333333,0.666666666666667,0.25,0.0833333333333333,0.666666666666667,2024
"2024_13_SF_BUF","SF","BUF","REG",10,35,239,372,611,11,10,1,5,1,0,9,5,6.5,45,0.0909090909090909,0.0909090909090909,0.818181818181818,0.5,0,0.5,2024
"2024_13_TB_CAR","TB","CAR","REG",26,23,445,367,812,15,14,2,2,4,3,9,9,-6.5,46,0.133333333333333,0.266666666666667,0.6,0.142857142857143,0.214285714285714,0.642857142857143,2024
"2024_13_TEN_WAS","TEN","WAS","REG",19,42,245,463,708,11,12,3,6,2,0,6,6,6,45,0.272727272727273,0.181818181818182,0.545454545454545,0.5,0,0.5,2024
